year,percentile,PTOTVAL,PEARNVAL
2023,93,135262.02,117811.31
2023,94,147887.47,124745.93
2023,95,158250.2,139537.62
2023,96,176166.21,149821.74
2023,97,200365.03,169880.14
2023,98,238333.08,199860.25
2024,0,0.0,0.0
2024,1,0.0,0.0
2024,2,0.0,0.0
2024,3,0.0,0.0
2024,4,0.0,0.0
2024,5,0.0,0.0
2024,6,0.0,0.0
2024,7,0.0,0.0
2024,8,0.0,0.0
2024,9,0.0,0.0
2024,10,0.0,0.0
2024,11,0.0,0.0
2024,12,0.0,0.0
2024,13,0.0,0.0
2024,14,0.0,0.0
2024,15,0.0,0.0
2024,16,0.0,0.0
2024,17,0.0,0.0
2024,18,0.0,0.0
2024,19,0.0,0.0
2024,20,0.0,0.0
2024,21,0.0,0.0
2024,22,0.0,0.0
2024,23,0.0,0.0
2024,24,0.0,0.0
2024,25,0.0,0.0
2024,26,0.0,0.0
2024,27,0.0,0.0
2024,28,232.29,0.0
2024,29,468.3,0.0
2024,30,1499.29,0.0
2024,31,2900.07,0.0
2024,32,4615.8,0.0
2024,33,6249.39,0.0
2024,34,8187.31,0.0
2024,35,9830.03,0.0
2024,36,11123.84,0.0
2024,37,12011.69,0.0
2024,38,13192.14,0.0
2024,39,14304.21,0.0
2024,40,15151.35,0.0
2024,41,16326.35,0.0
2024,42,17618.58,0.0
2024,43,18831.85,0.0
2024,44,19841.63,0.0
2024,45,20708.9,0.0
2024,46,22014.98,0.0
2024,47,23451.71,0.0
2024,48,24555.13,79.56
2024,49,25361.51,1708.12
2024,50,26564.26,3694.52
2024,51,28050.38,5768.96
2024,52,29569.59,8571.69
2024,53,30062.57,10626.97
2024,54,31282.22,13303.97
2024,55,32608.28,14995.36
2024,56,34468.29,17874.63
2024,57,35256.06,19769.88
2024,58,36521.37,21765.87
2024,59,38158.03,24065.81
2024,60,39660.95,25133.46
2024,61,40330.97,27908.42
2024,62,41934.22,29695.23
2024,63,43939.86,30034.87
2024,64,45217.74,32802.75
2024,65,46895.95,34737.11
2024,66,48701.62,35916.36
2024,67,49885.88,38771.48
2024,68,50725.62,39766.6
2024,69,52512.3,41383.83
2024,70,54683.37,44070.5
2024,71,56268.38,44967.6
2024,72,59075.77,47809.91
2024,73,60091.49,49651.05
2024,74,61520.18,49919.1
2024,75,64305.27,51971.72
2024,76,66288.41,54740.47
2024,77,69599.36,57717.61
2024,78,71226.26,59697.42
2024,79,74370.82,59971.47
2024,80,76119.1,64533.51
2024,81,79664.69,66726.68
2024,82,81820.58,69763.5
2024,83,85325.25,72725.12
2024,84,89799.63,74876.67
2024,85,93385.26,79561.52
2024,86,98457.56,80816.54
2024,87,101059.34,85548.7
2024,88,106139.24,89903.82
2024,89,112064.56,96725.95
2024,90,119749.85,99802.35
2024,91,125277.24,104930.73
2024,92,133907.14,114665.92
2024,93,145221.81,119974.54
2024,94,153912.85,129951.0
2024,95,167914.11,149508.45
2024,96,186550.71,156641.48
2024,97,209109.65,179764.31
2024,98,253180.43,209947.77
